Location,Date,Hum,Raf,Tmx,Tav,Tmi,landUse,Mosq
양평빗물펌프장,2012-08-17 00:00:00,74.0,0.0,32.2,27.5,24.3,3.0,249.0
양평빗물펌프장,2012-08-18 00:00:00,80.3,2.0,28.6,27.2,25.8,3.0,107.0
양평빗물펌프장,2012-08-19 00:00:00,75.8,5.0,30.8,27.9,26.3,3.0,85.0
양평빗물펌프장,2012-08-20 00:00:00,87.4,59.5,27.1,25.4,24.0,3.0,105.0
양평빗물펌프장,2012-08-21 00:00:00,85.4,137.0,28.7,25.3,23.5,3.0,85.0
양평빗물펌프장,2012-08-22 00:00:00,80.5,17.0,24.6,22.0,20.3,3.0,90.0
양평빗물펌프장,2012-08-23 00:00:00,68.3,0.1,25.7,23.0,20.5,3.0,90.0
양평빗물펌프장,2012-08-24 00:00:00,70.0,7.5,26.1,23.3,21.1,3.0,92.0
양평빗물펌프장,2012-08-25 00:00:00,80.1,11.5,28.9,25.0,21.5,3.0,77.0
양평빗물펌프장,2012-08-26 00:00:00,72.3,0.0,32.4,27.5,24.1,3.0,199.0
양평빗물펌프장,2012-08-27 00:00:00,59.9,0,32.9,28.5,24.5,3.0,208.0
양평빗물펌프장,2012-08-28 00:00:00,69.5,13.5,29.4,26.1,21.8,3.0,131.0
양평빗물펌프장,2012-08-29 00:00:00,70.3,6.0,29.1,25.7,21.7,3.0,78.0
양평빗물펌프장,2012-08-30 00:00:00,85.8,34.5,24.7,21.4,18.7,3.0,24.0
양평빗물펌프장,2012-08-31 00:00:00,65.6,0,28.4,23.8,18.7,3.0,168.0
양평빗물펌프장,2012-09-01 00:00:00,69.0,0,29.4,25.2,22.3,3.0,181.0
양평빗물펌프장,2012-09-02 00:00:00,65.1,0,29.5,25.0,20.8,3.0,235.0
양평빗물펌프장,2012-09-03 00:00:00,71.4,0,28.5,24.9,22.2,3.0,227.0
양평빗물펌프장,2012-09-04 00:00:00,84.1,55.5,24.4,22.0,19.7,3.0,265.0
양평빗물펌프장,2012-09-05 00:00:00,61.1,10.5,26.1,22.3,19.2,3.0,163.0
양평빗물펌프장,2012-09-06 00:00:00,52.9,0,27.1,21.6,16.0,3.0,290.0
양평빗물펌프장,2012-09-07 00:00:00,60.6,3.0,27.2,22.5,16.9,3.0,216.0
양평빗물펌프장,2012-09-08 00:00:00,71.8,25.0,23.7,20.2,17.7,3.0,665.0
양평빗물펌프장,2012-09-09 00:00:00,68.4,0,25.0,20.9,17.1,3.0,785.0
양평빗물펌프장,2012-09-10 00:00:00,61.4,0,28.3,23.2,17.8,3.0,298.0
양평빗물펌프장,2012-09-11 00:00:00,53.1,0,27.5,22.8,18.1,3.0,461.0
양평빗물펌프장,2012-09-12 00:00:00,68.9,0.5,24.8,21.6,19.6,3.0,270.0
양평빗물펌프장,2012-09-13 00:00:00,87.1,13.5,21.1,20.0,18.6,3.0,203.0
양평빗물펌프장,2012-09-14 00:00:00,68.5,2.0,21.8,19.4,17.3,3.0,189.0
양평빗물펌프장,2012-09-15 00:00:00,56.8,0,25.5,21.0,17.0,3.0,453.0
양평빗물펌프장,2012-09-16 00:00:00,60.1,2.5,22.1,19.9,17.5,3.0,369.0
양평빗물펌프장,2012-09-17 00:00:00,86.8,85.5,18.4,17.3,16.0,3.0,303.0
양평빗물펌프장,2012-09-18 00:00:00,69.4,0,24.6,20.9,17.7,3.0,572.0
양평빗물펌프장,2012-09-19 00:00:00,63.9,0,25.2,20.6,17.7,3.0,231.0
양평빗물펌프장,2012-09-20 00:00:00,69.6,0.0,24.7,20.1,15.6,3.0,213.0
양평빗물펌프장,2012-09-21 00:00:00,68.3,0,24.3,20.1,17.2,3.0,233.0
양평빗물펌프장,2012-09-22 00:00:00,60.6,0,26.4,20.7,15.2,3.0,320.0
양평빗물펌프장,2012-09-23 00:00:00,56.6,0,26.6,21.2,16.4,3.0,381.0
양평빗물펌프장,2012-09-24 00:00:00,49.8,0,27.5,21.5,16.1,3.0,397.0
양평빗물펌프장,2012-09-25 00:00:00,52.3,0,27.8,21.8,16.9,3.0,454.0
양평빗물펌프장,2012-09-26 00:00:00,60.0,0,25.4,21.3,17.5,3.0,302.0
양평빗물펌프장,2012-09-27 00:00:00,62.0,0,23.6,20.3,17.7,3.0,258.0
양평빗물펌프장,2012-09-28 00:00:00,72.3,13.5,22.0,18.0,15.4,3.0,1115.0
양평빗물펌프장,2012-09-29 00:00:00,58.8,0.5,19.8,16.4,14.0,3.0,2000.0
양평빗물펌프장,2012-09-30 00:00:00,63.8,0,21.0,16.2,12.0,3.0,141.0
양평빗물펌프장,2012-10-01 00:00:00,64.3,0,24.6,18.1,12.5,3.0,200.0
양평빗물펌프장,2012-10-02 00:00:00,64.3,0,24.9,19.3,14.3,3.0,208.0
양평빗물펌프장,2012-10-03 00:00:00,60.4,0,26.0,19.9,15.0,3.0,257.0
양평빗물펌프장,2012-10-04 00:00:00,61.6,0,24.2,19.0,14.4,3.0,266.0
양평빗물펌프장,2012-10-05 00:00:00,61.4,0,22.8,19.0,14.9,3.0,168.0
양평빗물펌프장,2012-10-06 00:00:00,52.9,0,24.5,19.6,16.1,3.0,233.0
양평빗물펌프장,2012-10-07 00:00:00,54.9,0,24.4,19.2,15.1,3.0,210.0
양평빗물펌프장,2013-05-01 00:00:00,52.4,1.0,18.6,13.2,8.7,3.0,306.0
양평빗물펌프장,2013-05-02 00:00:00,67.1,1.0,17.1,12.4,9.0,3.0,306.0
양평빗물펌프장,2013-05-03 00:00:00,64.8,0.0,18.2,12.6,9.0,3.0,306.0
양평빗물펌프장,2013-05-04 00:00:00,58.1,0,19.6,13.9,9.3,3.0,306.0
양평빗물펌프장,2013-05-05 00:00:00,51.8,0,20.6,14.3,9.2,3.0,306.0
양평빗물펌프장,2013-05-06 00:00:00,54.0,0,21.3,14.6,7.9,3.0,306.0
양평빗물펌프장,2013-05-07 00:00:00,41.4,0,26.7,18.7,11.9,3.0,306.0
양평빗물펌프장,2013-05-08 00:00:00,33.6,0,26.2,19.4,12.7,3.0,306.0
양평빗물펌프장,2013-05-09 00:00:00,55.3,2.5,23.0,18.1,14.7,3.0,306.0
양평빗물펌프장,2013-05-10 00:00:00,89.3,22.0,16.1,14.0,10.4,3.0,306.0
양평빗물펌프장,2013-05-11 00:00:00,55.5,0,24.8,17.9,11.0,3.0,306.0
양평빗물펌프장,2013-05-12 00:00:00,61.3,1.0,22.5,19.1,16.4,3.0,306.0
양평빗물펌프장,2013-05-13 00:00:00,45.0,0,26.8,21.6,17.7,3.0,306.0
양평빗물펌프장,2013-05-14 00:00:00,46.9,0,25.3,20.2,17.0,3.0,306.0
양평빗물펌프장,2013-05-15 00:00:00,57.0,0,24.4,19.4,15.6,3.0,306.0
양평빗물펌프장,2013-05-16 00:00:00,33.3,0,28.3,22.0,15.3,3.0,306.0
양평빗물펌프장,2013-05-17 00:00:00,36.6,0,26.6,20.2,15.7,3.0,306.0
양평빗물펌프장,2013-05-18 00:00:00,62.8,14.5,22.3,17.7,13.7,3.0,306.0
양평빗물펌프장,2013-05-19 00:00:00,80.9,19.5,21.5,16.6,13.6,3.0,306.0
양평빗물펌프장,2013-05-20 00:00:00,76.0,0,18.5,14.4,12.1,3.0,306.0
양평빗물펌프장,2013-05-21 00:00:00,43.3,0,24.6,17.7,10.2,3.0,306.0
양평빗물펌프장,2013-05-22 00:00:00,49.4,0,25.9,19.7,13.9,3.0,306.0
양평빗물펌프장,2013-05-23 00:00:00,59.3,0,30.2,22.1,15.4,3.0,306.0
양평빗물펌프장,2013-05-24 00:00:00,58.9,0,27.5,21.3,15.7,3.0,306.0
양평빗물펌프장,2013-05-25 00:00:00,49.6,0,31.8,24.7,18.2,3.0,306.0
양평빗물펌프장,2013-05-26 00:00:00,45.9,0,28.4,23.9,20.8,3.0,306.0
양평빗물펌프장,2013-05-27 00:00:00,80.4,56.5,22.6,19.7,17.7,3.0,306.0
양평빗물펌프장,2013-05-28 00:00:00,89.1,11.5,20.9,18.9,17.6,3.0,306.0
양평빗물펌프장,2013-05-29 00:00:00,87.8,2.5,18.1,16.1,14.9,3.0,306.0
양평빗물펌프장,2013-05-30 00:00:00,57.9,0,25.0,19.2,14.3,3.0,306.0
양평빗물펌프장,2013-05-31 00:00:00,46.6,0,27.8,21.3,13.9,3.0,306.0
양평빗물펌프장,2013-06-01 00:00:00,44.3,0,27.9,21.7,17.4,3.0,306.0
양평빗물펌프장,2013-06-02 00:00:00,48.6,0,30.8,23.5,16.3,3.0,306.0
양평빗물펌프장,2013-06-03 00:00:00,59.0,0,26.7,21.3,18.4,3.0,306.0
양평빗물펌프장,2013-06-04 00:00:00,54.3,0.2,28.4,22.8,17.5,3.0,306.0
양평빗물펌프장,2013-06-05 00:00:00,51.8,0,30.4,24.8,19.1,3.0,306.0
양평빗물펌프장,2013-06-06 00:00:00,55.9,0,30.0,25.0,21.7,3.0,306.0
양평빗물펌프장,2013-06-07 00:00:00,50.9,0,31.1,25.7,20.7,3.0,306.0
양평빗물펌프장,2013-06-08 00:00:00,48.5,0,31.2,26.4,21.0,3.0,306.0
양평빗물펌프장,2013-06-09 00:00:00,38.3,0,32.4,27.4,22.3,3.0,306.0
양평빗물펌프장,2013-06-10 00:00:00,35.5,0,32.2,27.5,21.6,3.0,306.0
양평빗물펌프장,2013-06-11 00:00:00,57.9,7.0,26.7,23.7,20.5,3.0,306.0
양평빗물펌프장,2013-06-12 00:00:00,85.4,6.5,22.5,20.5,19.6,3.0,306.0
양평빗물펌프장,2013-06-13 00:00:00,70.5,0,27.5,23.0,18.8,3.0,306.0
양평빗물펌프장,2013-06-14 00:00:00,62.3,0,29.7,24.6,20.9,3.0,306.0
양평빗물펌프장,2013-06-15 00:00:00,58.4,0,29.1,24.6,21.3,3.0,306.0
양평빗물펌프장,2013-06-16 00:00:00,69.8,0,27.5,22.5,19.8,3.0,306.0
양평빗물펌프장,2013-06-17 00:00:00,76.8,0.5,25.8,22.3,19.9,3.0,306.0
양평빗물펌프장,2013-06-18 00:00:00,90.1,12.0,23.1,21.7,20.5,3.0,306.0
양평빗물펌프장,2013-06-19 00:00:00,71.1,0.1,29.6,24.3,20.6,3.0,0.0
양평빗물펌프장,2013-06-20 00:00:00,58.5,0,31.1,25.8,20.9,3.0,0.0
양평빗물펌프장,2013-06-21 00:00:00,57.5,0,31.8,26.6,22.9,3.0,10.0
양평빗물펌프장,2013-06-22 00:00:00,63.9,0,29.6,25.1,22.7,3.0,283.0
양평빗물펌프장,2013-06-23 00:00:00,69.6,0.3,26.2,22.9,20.6,3.0,228.0
양평빗물펌프장,2013-06-24 00:00:00,66.6,0,29.4,23.5,19.6,3.0,340.0
양평빗물펌프장,2013-06-25 00:00:00,58.6,0,29.8,25.1,21.0,3.0,484.0
양평빗물펌프장,2013-06-26 00:00:00,59.8,0.0,29.7,24.5,21.1,3.0,349.0
양평빗물펌프장,2013-06-27 00:00:00,63.1,0,31.8,25.1,20.4,3.0,424.0
양평빗물펌프장,2013-06-28 00:00:00,61.1,1.5,30.6,25.5,21.5,3.0,784.0
양평빗물펌프장,2013-06-29 00:00:00,54.8,0,32.6,27.2,21.8,3.0,1073.0
양평빗물펌프장,2013-06-30 00:00:00,60.4,0.2,31.9,27.7,23.4,3.0,0.0
양평빗물펌프장,2013-07-01 00:00:00,58.4,0,31.3,27.1,23.9,3.0,100.0
양평빗물펌프장,2013-07-02 00:00:00,82.5,51.5,27.9,24.3,21.5,3.0,93.0
양평빗물펌프장,2013-07-03 00:00:00,69.1,0,30.7,25.2,20.5,3.0,63.0
양평빗물펌프장,2013-07-04 00:00:00,84.3,32.5,27.6,24.9,23.1,3.0,62.0
양평빗물펌프장,2013-07-05 00:00:00,73.4,1.0,30.2,25.6,22.1,3.0,45.0
양평빗물펌프장,2013-07-06 00:00:00,73.0,0,30.6,25.2,21.6,3.0,39.0
양평빗물펌프장,2013-07-07 00:00:00,78.8,3.0,29.5,24.9,22.4,3.0,64.0
양평빗물펌프장,2013-07-08 00:00:00,88.6,68.0,26.3,24.3,22.3,3.0,63.0
양평빗물펌프장,2013-07-09 00:00:00,87.3,6.5,26.2,24.5,23.5,3.0,148.0
양평빗물펌프장,2013-07-10 00:00:00,82.8,1.0,26.1,25.3,24.6,3.0,56.0
양평빗물펌프장,2013-07-11 00:00:00,86.0,14.0,25.1,24.6,23.8,3.0,306.0
양평빗물펌프장,2013-07-12 00:00:00,88.4,74.0,24.3,23.6,23.2,3.0,44.0
양평빗물펌프장,2013-07-13 00:00:00,90.1,165.0,25.6,24.2,22.2,3.0,72.0
양평빗물펌프장,2013-07-14 00:00:00,90.9,23.0,25.4,24.1,23.1,3.0,1124.0
양평빗물펌프장,2013-07-15 00:00:00,80.1,3.5,29.1,26.5,23.6,3.0,130.0
양평빗물펌프장,2013-07-16 00:00:00,70.4,1.5,28.8,26.9,25.2,3.0,75.0
양평빗물펌프장,2013-07-17 00:00:00,89.1,18.5,25.7,24.2,23.5,3.0,82.0
양평빗물펌프장,2013-07-18 00:00:00,85.6,26.5,27.7,25.1,23.8,3.0,49.0
양평빗물펌프장,2013-07-19 00:00:00,72.0,0,30.5,26.8,23.3,3.0,120.0
양평빗물펌프장,2013-07-20 00:00:00,72.4,1.0,30.3,27.0,25.3,3.0,233.0
양평빗물펌프장,2013-07-21 00:00:00,78.8,0.5,28.4,26.8,25.6,3.0,264.0
양평빗물펌프장,2013-07-22 00:00:00,81.0,84.5,29.4,26.4,24.1,3.0,302.0
양평빗물펌프장,2013-07-23 00:00:00,87.3,56.5,26.4,25.7,24.7,3.0,491.0
양평빗물펌프장,2013-07-24 00:00:00,79.0,11.5,27.6,24.7,23.2,3.0,885.0
양평빗물펌프장,2013-07-25 00:00:00,71.8,0.0,30.2,26.0,22.9,3.0,502.0
양평빗물펌프장,2013-07-26 00:00:00,70.9,0,31.1,26.5,23.1,3.0,368.0
양평빗물펌프장,2013-07-27 00:00:00,67.8,0.2,31.2,26.2,23.1,3.0,160.0
양평빗물펌프장,2013-07-28 00:00:00,85.5,11.0,26.7,25.3,23.9,3.0,229.0
양평빗물펌프장,2013-07-29 00:00:00,82.3,3.5,29.6,26.5,24.4,3.0,175.0
양평빗물펌프장,2013-07-30 00:00:00,73.9,9.5,29.9,26.3,24.0,3.0,183.0
양평빗물펌프장,2013-07-31 00:00:00,75.4,8.5,29.0,26.4,24.7,3.0,125.0
양평빗물펌프장,2013-08-01 00:00:00,67.3,0,32.1,28.0,24.5,3.0,149.0
양평빗물펌프장,2013-08-02 00:00:00,80.4,7.5,29.3,27.4,25.2,3.0,198.0
양평빗물펌프장,2013-08-03 00:00:00,72.3,0.1,32.6,28.9,26.7,3.0,135.0
양평빗물펌프장,2013-08-04 00:00:00,76.4,4.5,31.3,28.3,26.4,3.0,321.0
양평빗물펌프장,2013-08-05 00:00:00,78.9,7.0,30.1,27.7,26.4,3.0,2000.0
양평빗물펌프장,2013-08-06 00:00:00,80.8,45.0,27.6,26.4,23.0,3.0,2000.0
양평빗물펌프장,2013-08-07 00:00:00,73.8,0,32.1,28.7,25.0,3.0,2000.0
양평빗물펌프장,2013-08-08 00:00:00,73.5,0,32.8,29.3,27.3,3.0,593.0
양평빗물펌프장,2013-08-09 00:00:00,79.9,0.0,30.8,29.2,27.9,3.0,431.0
양평빗물펌프장,2013-08-10 00:00:00,82.4,2.0,29.4,28.0,25.8,3.0,153.0
양평빗물펌프장,2013-08-11 00:00:00,71.8,0,33.2,28.7,24.2,3.0,306.0
양평빗물펌프장,2013-08-12 00:00:00,69.8,0,32.6,29.3,27.1,3.0,343.0
양평빗물펌프장,2013-08-13 00:00:00,65.6,0,32.9,29.0,26.6,3.0,430.0
양평빗물펌프장,2013-08-14 00:00:00,67.1,0,32.0,28.6,26.2,3.0,289.0
양평빗물펌프장,2013-08-15 00:00:00,71.5,0.0,32.4,28.7,25.8,3.0,306.0
양평빗물펌프장,2013-08-16 00:00:00,71.8,4.5,31.7,28.7,26.1,3.0,7.0
양평빗물펌프장,2013-08-17 00:00:00,69.6,0,31.6,28.7,27.1,3.0,178.0
양평빗물펌프장,2013-08-18 00:00:00,72.8,13.0,31.5,28.3,26.0,3.0,62.0
양평빗물펌프장,2013-08-19 00:00:00,68.9,6.0,32.3,28.2,25.7,3.0,2000.0
양평빗물펌프장,2013-08-20 00:00:00,62.0,0,32.3,27.4,23.0,3.0,138.0
양평빗물펌프장,2013-08-21 00:00:00,54.9,0,33.9,28.8,24.2,3.0,337.0
양평빗물펌프장,2013-08-22 00:00:00,58.6,0.0,32.3,29.3,26.3,3.0,254.0
양평빗물펌프장,2013-08-23 00:00:00,78.9,35.0,28.7,25.7,23.7,3.0,183.0
양평빗물펌프장,2013-08-24 00:00:00,60.4,0,31.5,26.6,21.9,3.0,199.0
양평빗물펌프장,2013-08-25 00:00:00,52.3,0,32.1,27.1,22.0,3.0,259.0
양평빗물펌프장,2013-08-26 00:00:00,52.3,0,31.6,27.0,22.8,3.0,238.0
양평빗물펌프장,2013-08-27 00:00:00,61.6,0,29.3,25.6,22.5,3.0,244.0
양평빗물펌프장,2013-08-28 00:00:00,59.4,0,30.8,26.4,22.7,3.0,972.0
양평빗물펌프장,2013-08-29 00:00:00,79.1,21.5,26.7,25.5,24.5,3.0,239.0
양평빗물펌프장,2013-08-30 00:00:00,69.6,0,28.3,25.1,22.3,3.0,617.0
양평빗물펌프장,2013-08-31 00:00:00,65.8,2.5,27.9,24.0,21.1,3.0,303.0
양평빗물펌프장,2013-09-01 00:00:00,54.6,0,28.2,23.5,19.8,3.0,390.0
양평빗물펌프장,2013-09-02 00:00:00,49.9,0,26.9,22.4,17.3,3.0,869.0
양평빗물펌프장,2013-09-03 00:00:00,43.5,0,26.8,21.7,16.4,3.0,306.0
양평빗물펌프장,2013-09-04 00:00:00,46.5,0,27.5,22.0,16.4,3.0,629.0
양평빗물펌프장,2013-09-05 00:00:00,52.9,0.0,24.1,21.2,17.9,3.0,2000.0
양평빗물펌프장,2013-09-06 00:00:00,59.6,0.0,23.1,20.8,19.0,3.0,307.0
양평빗물펌프장,2013-09-07 00:00:00,61.8,0,26.9,21.9,17.9,3.0,578.0
양평빗물펌프장,2013-09-08 00:00:00,63.4,0,27.9,22.9,18.4,3.0,2000.0
양평빗물펌프장,2013-09-09 00:00:00,67.0,0,26.5,23.0,19.8,3.0,1457.0
양평빗물펌프장,2013-09-10 00:00:00,76.3,11.5,25.2,22.0,19.1,3.0,306.0
양평빗물펌프장,2013-09-11 00:00:00,90.6,36.5,20.9,20.1,19.1,3.0,233.0
양평빗물펌프장,2013-09-12 00:00:00,80.4,0.5,26.3,23.0,20.3,3.0,920.0
양평빗물펌프장,2013-09-13 00:00:00,87.5,50.0,25.2,22.9,20.9,3.0,26.0
양평빗물펌프장,2013-09-14 00:00:00,81.1,11.5,25.3,23.1,21.5,3.0,277.0
양평빗물펌프장,2013-09-15 00:00:00,59.5,0,28.2,23.4,20.3,3.0,291.0
양평빗물펌프장,2013-09-16 00:00:00,49.3,0,27.0,20.9,15.2,3.0,383.0
양평빗물펌프장,2013-09-17 00:00:00,48.4,0,29.3,22.6,17.0,3.0,224.0
양평빗물펌프장,2013-09-18 00:00:00,54.0,0,31.1,24.4,17.5,3.0,333.0
양평빗물펌프장,2013-09-19 00:00:00,56.0,0,30.2,24.7,20.5,3.0,521.0
양평빗물펌프장,2013-09-20 00:00:00,71.5,0,28.0,23.4,20.1,3.0,343.0
양평빗물펌프장,2013-09-21 00:00:00,66.9,0,27.8,23.8,19.9,3.0,399.0
양평빗물펌프장,2013-09-22 00:00:00,54.9,0.0,27.2,23.1,20.4,3.0,366.0
양평빗물펌프장,2013-09-23 00:00:00,55.6,0,29.0,23.8,18.6,3.0,234.0
양평빗물펌프장,2013-09-24 00:00:00,81.8,4.5,23.9,22.0,20.0,3.0,143.0
양평빗물펌프장,2013-09-25 00:00:00,57.3,0,24.2,19.5,15.3,3.0,243.0
양평빗물펌프장,2013-09-26 00:00:00,36.9,0,22.5,17.3,12.7,3.0,369.0
양평빗물펌프장,2013-09-27 00:00:00,50.9,0,24.0,17.9,10.9,3.0,235.0
양평빗물펌프장,2013-09-28 00:00:00,70.6,4.0,19.9,17.4,15.2,3.0,321.0
양평빗물펌프장,2013-09-29 00:00:00,86.1,19.0,19.7,17.2,14.7,3.0,109.0
양평빗물펌프장,2013-09-30 00:00:00,71.8,1.0,25.5,20.7,18.0,3.0,260.0
양평빗물펌프장,2013-10-01 00:00:00,66.8,0,27.2,21.6,17.2,3.0,454.0
양평빗물펌프장,2013-10-02 00:00:00,58.6,0,22.8,19.4,15.0,3.0,545.0
양평빗물펌프장,2013-10-03 00:00:00,49.1,0,21.3,16.3,11.0,3.0,722.0
양평빗물펌프장,2013-10-04 00:00:00,54.6,0,25.1,17.4,10.7,3.0,323.0
양평빗물펌프장,2013-10-05 00:00:00,48.0,0,28.1,20.0,12.6,3.0,302.0
양평빗물펌프장,2013-10-06 00:00:00,53.5,0.0,25.7,20.8,15.4,3.0,340.0
양평빗물펌프장,2013-10-07 00:00:00,65.9,0,26.9,22.8,19.8,3.0,1145.0
양평빗물펌프장,2013-10-08 00:00:00,83.4,3.0,21.8,20.0,18.0,3.0,306.0
양평빗물펌프장,2013-10-09 00:00:00,63.9,0,26.4,20.5,15.5,3.0,1358.0
양평빗물펌프장,2013-10-10 00:00:00,71.0,0,26.4,21.1,15.9,3.0,1816.0
양평빗물펌프장,2013-10-11 00:00:00,57.5,6.5,20.7,18.1,14.1,3.0,1612.0
양평빗물펌프장,2013-10-12 00:00:00,53.8,0,21.5,16.4,11.0,3.0,499.0
양평빗물펌프장,2013-10-13 00:00:00,62.0,0,23.4,17.3,12.2,3.0,270.0
양평빗물펌프장,2013-10-14 00:00:00,63.6,0,24.4,18.3,13.3,3.0,277.0
양평빗물펌프장,2013-10-15 00:00:00,79.4,3.5,17.4,12.0,7.7,3.0,244.0
양평빗물펌프장,2013-10-16 00:00:00,53.1,0,16.8,11.2,6.1,3.0,54.0
양평빗물펌프장,2013-10-17 00:00:00,55.5,0,18.9,12.4,6.8,3.0,104.0
양평빗물펌프장,2013-10-18 00:00:00,54.8,0,20.2,13.6,8.1,3.0,95.0
양평빗물펌프장,2013-10-19 00:00:00,59.1,0,19.5,14.6,9.8,3.0,130.0
양평빗물펌프장,2014-05-01 00:00:00,60.5,0,22.1,16.0,10.4,3.0,506.0
양평빗물펌프장,2014-05-02 00:00:00,70.9,1.0,24.8,15.7,11.1,3.0,1149.0
양평빗물펌프장,2014-05-03 00:00:00,54.6,0,19.3,13.1,8.0,3.0,62.0
양평빗물펌프장,2014-05-04 00:00:00,57.8,0.2,20.5,12.3,8.5,3.0,76.0
양평빗물펌프장,2014-05-05 00:00:00,56.5,0,15.5,11.3,6.8,3.0,23.0
양평빗물펌프장,2014-05-06 00:00:00,45.9,0,19.0,13.1,7.6,3.0,77.0
양평빗물펌프장,2014-05-07 00:00:00,48.3,2.0,22.3,15.7,8.7,3.0,53.0
양평빗물펌프장,2014-05-08 00:00:00,83.9,4.0,19.5,14.5,11.5,3.0,432.0
양평빗물펌프장,2014-05-09 00:00:00,60.8,0,23.8,16.8,9.8,3.0,41.0
양평빗물펌프장,2014-05-10 00:00:00,43.4,0,28.3,20.5,12.9,3.0,61.0
양평빗물펌프장,2014-05-11 00:00:00,54.4,23.0,23.8,18.9,15.9,3.0,47.0
양평빗물펌프장,2014-05-12 00:00:00,79.1,10.0,20.4,16.4,13.6,3.0,23.0
양평빗물펌프장,2014-05-13 00:00:00,69.9,0,25.6,19.2,11.9,3.0,47.0
양평빗물펌프장,2014-05-14 00:00:00,59.1,0,25.9,19.6,15.3,3.0,53.0
양평빗물펌프장,2014-05-15 00:00:00,66.9,0.3,23.7,18.2,14.5,3.0,54.0
양평빗물펌프장,2014-05-16 00:00:00,50.3,0,26.2,19.0,12.3,3.0,56.0
양평빗물펌프장,2014-05-17 00:00:00,48.0,0,26.2,20.0,14.3,3.0,69.0
양평빗물펌프장,2014-05-18 00:00:00,50.1,0,27.1,20.3,13.7,3.0,89.0
양평빗물펌프장,2014-05-19 00:00:00,55.1,0,26.2,20.0,14.1,3.0,94.0
양평빗물펌프장,2014-05-20 00:00:00,45.4,0,28.4,21.5,16.1,3.0,150.0
양평빗물펌프장,2014-05-21 00:00:00,65.3,0,26.5,20.1,15.9,3.0,135.0
양평빗물펌프장,2014-05-22 00:00:00,63.4,0,28.3,20.9,13.6,3.0,950.0
양평빗물펌프장,2014-05-23 00:00:00,68.4,0,27.8,22.0,17.6,3.0,290.0
양평빗물펌프장,2014-05-24 00:00:00,68.8,0,27.9,21.3,16.9,3.0,112.0
양평빗물펌프장,2014-05-25 00:00:00,78.9,21.0,24.9,20.5,18.3,3.0,746.0
양평빗물펌프장,2014-05-26 00:00:00,67.4,1.5,24.7,19.4,16.5,3.0,173.0
양평빗물펌프장,2014-05-27 00:00:00,49.5,0,28.3,22.8,16.7,3.0,671.0
양평빗물펌프장,2014-05-28 00:00:00,60.8,0,29.8,24.0,19.9,3.0,442.0
양평빗물펌프장,2014-05-29 00:00:00,54.6,0,30.9,23.2,17.5,3.0,158.0
양평빗물펌프장,2014-05-30 00:00:00,42.5,0,31.8,24.8,17.3,3.0,145.0
양평빗물펌프장,2014-05-31 00:00:00,50.3,0,33.3,26.2,20.5,3.0,544.0
양평빗물펌프장,2014-06-01 00:00:00,58.1,0,29.9,24.7,20.4,3.0,135.0
양평빗물펌프장,2014-06-02 00:00:00,73.5,2.0,24.6,22.6,20.6,3.0,208.0
양평빗물펌프장,2014-06-03 00:00:00,95.3,33.0,21.0,18.7,17.5,3.0,127.0
양평빗물펌프장,2014-06-04 00:00:00,61.5,0,27.8,22.8,18.7,3.0,246.0
양평빗물펌프장,2014-06-05 00:00:00,58.8,0,26.1,22.9,20.4,3.0,195.0
양평빗물펌프장,2014-06-06 00:00:00,58.9,0,31.1,24.4,18.8,3.0,618.0
양평빗물펌프장,2014-06-07 00:00:00,65.1,0,27.1,23.5,19.7,3.0,2000.0
양평빗물펌프장,2014-06-08 00:00:00,75.3,0,24.5,21.4,19.2,3.0,372.0
양평빗물펌프장,2014-06-09 00:00:00,70.8,0,28.7,22.9,18.5,3.0,1157.0
양평빗물펌프장,2014-06-10 00:00:00,72.0,5.5,29.3,23.6,20.0,3.0,2000.0
양평빗물펌프장,2014-06-11 00:00:00,87.1,19.0,26.9,20.5,18.3,3.0,451.0
양평빗물펌프장,2014-06-12 00:00:00,73.9,0.1,27.1,21.2,17.3,3.0,560.0
양평빗물펌프장,2014-06-13 00:00:00,79.0,0.0,25.8,21.3,18.4,3.0,2000.0
양평빗물펌프장,2014-06-14 00:00:00,71.6,0,27.7,22.5,18.3,3.0,2000.0
양평빗물펌프장,2014-06-15 00:00:00,69.9,0,28.5,23.2,19.5,3.0,2000.0
양평빗물펌프장,2014-06-16 00:00:00,66.4,0,29.0,23.9,19.1,3.0,2000.0
양평빗물펌프장,2014-06-17 00:00:00,71.8,3.5,30.7,24.5,21.5,3.0,506.0
양평빗물펌프장,2014-06-18 00:00:00,71.3,0.1,29.1,24.4,20.5,3.0,0.0
양평빗물펌프장,2014-06-19 00:00:00,79.3,0.0,25.6,22.5,20.8,3.0,414.0
양평빗물펌프장,2014-06-20 00:00:00,76.5,1.5,28.6,24.2,20.7,3.0,396.0
양평빗물펌프장,2014-06-21 00:00:00,80.9,8.5,28.2,23.1,19.8,3.0,346.0
양평빗물펌프장,2014-06-22 00:00:00,74.4,0.4,29.0,23.7,20.2,3.0,222.0
양평빗물펌프장,2014-06-23 00:00:00,91.4,24.5,23.2,21.0,19.4,3.0,369.0
양평빗물펌프장,2014-06-24 00:00:00,74.6,0,27.2,22.9,19.4,3.0,121.0
